model,auc,precision,accuracy,n,n_p,n_n,week,feat_type,course
ensemble,0.788744435036736,0.7378640776699029,0.864891518737673,1014,235,779,3,appended,cataractsurgery
bn,0.7074413646055441,0.5267605633802821,0.8116107000569149,1757,350,1407,0,appended,cataractsurgery
tree,0.795764036958067,0.535496957403651,0.8207171314741041,1757,350,1407,0,appended,cataractsurgery
ensemble,0.795764036958067,0.535496957403651,0.8207171314741041,1757,350,1407,0,appended,cataractsurgery
bn,0.722423596304193,0.552407932011331,0.821855435401252,1757,350,1407,0,sum,cataractsurgery
tree,0.795764036958067,0.535496957403651,0.8207171314741041,1757,350,1407,0,sum,cataractsurgery
ensemble,0.795764036958067,0.535496957403651,0.8207171314741041,1757,350,1407,0,sum,cataractsurgery
bn,0.852183650615902,0.5672823218997359,0.818540433925049,1014,235,779,3,only,cataractsurgery
tree,0.810925081255292,0.64,0.8441814595660749,1014,235,779,3,only,cataractsurgery
ensemble,0.756045666839647,0.610655737704918,0.8214990138067059,1014,235,779,3,only,cataractsurgery
bn,0.5556907346146479,0.468468468468468,0.567394094993582,779,316,463,4,sum,cataractsurgery
tree,0.5,,0.5943517329910141,779,316,463,4,sum,cataractsurgery
ensemble,0.5005023648741009,0.5,0.5943517329910141,779,316,463,4,sum,cataractsurgery
bn,0.5809552730540121,0.30909090909090897,0.813788201847903,1407,199,1208,1,sum,cataractsurgery
tree,0.566684831441978,0.588235294117647,0.8649609097370291,1407,199,1208,1,sum,cataractsurgery
ensemble,0.5620736130986059,0.583333333333333,0.8642501776830129,1407,199,1208,1,sum,cataractsurgery
bn,0.830643282638357,0.5310344827586211,0.87135749822317,1407,199,1208,1,appended,cataractsurgery
tree,0.74276806216513,0.6294117647058821,0.8898365316275759,1407,199,1208,1,appended,cataractsurgery
ensemble,0.739398565676062,0.640243902439024,0.8912579957356079,1407,199,1208,1,appended,cataractsurgery
bn,0.699587775408671,0.517045454545455,0.8076266363118949,1757,350,1407,0,only,cataractsurgery
tree,0.795764036958067,0.535496957403651,0.8207171314741041,1757,350,1407,0,only,cataractsurgery
ensemble,0.795764036958067,0.535496957403651,0.8207171314741041,1757,350,1407,0,only,cataractsurgery
bn,0.864850850972976,0.49438202247191,0.836092715231788,1208,194,1014,2,only,cataractsurgery
tree,0.5,,0.8394039735099341,1208,194,1014,2,only,cataractsurgery
ensemble,0.7900221639317601,0.554166666666667,0.860927152317881,1208,194,1014,2,only,cataractsurgery
bn,0.810208601033436,0.694789081885856,0.79589216944801,779,316,463,4,only,cataractsurgery
tree,0.7795404215763999,0.735849056603774,0.786906290115533,779,316,463,4,only,cataractsurgery
ensemble,0.772784126636958,0.7394136807817591,0.7830551989730419,779,316,463,4,only,cataractsurgery
bn,0.846723194859595,0.591603053435115,0.8791390728476819,1208,194,1014,2,appended,cataractsurgery
tree,0.802441082575896,0.7575757575757579,0.90976821192053,1208,194,1014,2,appended,cataractsurgery
ensemble,0.778640273287379,0.7615894039735099,0.904801324503311,1208,194,1014,2,appended,cataractsurgery
bn,0.8514426436819861,0.399141630901288,0.7917555081734191,1407,199,1208,1,only,cataractsurgery
tree,0.81819694498985,0.488817891373802,0.853589196872779,1407,199,1208,1,only,cataractsurgery
ensemble,0.81819694498985,0.488817891373802,0.853589196872779,1407,199,1208,1,only,cataractsurgery
bn,0.7943176965778079,0.3769751693002261,0.7491721854304642,1208,194,1014,2,sum,cataractsurgery
tree,0.546727261636064,0.583333333333333,0.8443708609271521,1208,194,1014,2,sum,cataractsurgery
ensemble,0.544149942048435,0.5714285714285711,0.843543046357616,1208,194,1014,2,sum,cataractsurgery
bn,0.6290184921763871,0.681818181818182,0.656804733727811,338,148,190,7,appended,clinicalskills
tree,0.8838904694167851,0.820359281437126,0.8786982248520709,338,148,190,7,appended,clinicalskills
ensemble,0.8838904694167851,0.820359281437126,0.8786982248520709,338,148,190,7,appended,clinicalskills
bn,0.518365612774963,0.20550847457627106,0.3588516746411479,627,124,503,5,appended,clinicalskills
tree,0.8142515872506891,0.631944444444444,0.8628389154704941,627,124,503,5,appended,clinicalskills
ensemble,0.8141954723273259,0.647482014388489,0.86762360446571,627,124,503,5,appended,clinicalskills
bn,0.842533508625665,0.634615384615385,0.869218500797448,627,124,503,5,only,clinicalskills
tree,0.7978419803758101,0.71304347826087,0.8803827751196172,627,124,503,5,only,clinicalskills
ensemble,0.796791829667158,0.72972972972973,0.883572567783094,627,124,503,5,only,clinicalskills
bn,0.564002186011755,0.33333333333333304,0.8329466357308578,862,121,741,3,sum,clinicalskills
tree,0.5,,0.8596287703016241,862,121,741,3,sum,clinicalskills
ensemble,0.5,,0.8596287703016241,862,121,741,3,sum,clinicalskills
bn,0.514369901356449,0.5625,0.8418854415274459,1676,267,1409,0,sum,clinicalskills
tree,0.84716496147027,0.5863013698630141,0.878281622911695,1676,267,1409,0,sum,clinicalskills
ensemble,0.84716496147027,0.5863013698630141,0.878281622911695,1676,267,1409,0,sum,clinicalskills
bn,0.58847750073527,0.3529411764705879,0.8286852589641429,1004,142,862,2,sum,clinicalskills
tree,0.5,,0.8585657370517931,1004,142,862,2,sum,clinicalskills
ensemble,0.5023610339531389,0.33333333333333304,0.8575697211155381,1004,142,862,2,sum,clinicalskills
bn,0.518470081312483,0.647058823529412,0.8436754176610981,1676,267,1409,0,only,clinicalskills
tree,0.84716496147027,0.5863013698630141,0.878281622911695,1676,267,1409,0,only,clinicalskills
ensemble,0.84716496147027,0.5863013698630141,0.878281622911695,1676,267,1409,0,only,clinicalskills
bn,0.8741793697559731,0.579804560260586,0.887154009936125,1409,208,1201,1,only,clinicalskills
tree,0.8258342406968551,0.615384615384615,0.892831795599716,1409,208,1201,1,only,clinicalskills
ensemble,0.8258342406968551,0.615384615384615,0.892831795599716,1409,208,1201,1,only,clinicalskills
bn,0.804536489151874,0.742331288343558,0.829025844930418,503,165,338,6,appended,clinicalskills
tree,0.850062757755065,0.7569060773480659,0.856858846918489,503,165,338,6,appended,clinicalskills
ensemble,0.8544289044289041,0.777142857142857,0.8648111332007951,503,165,338,6,appended,clinicalskills
bn,0.895135566188198,0.627329192546584,0.901484480431849,741,114,627,4,appended,clinicalskills
tree,0.848883572567783,0.7391304347826091,0.920377867746289,741,114,627,4,appended,clinicalskills
ensemble,0.839712918660287,0.7663551401869159,0.923076923076923,741,114,627,4,appended,clinicalskills
bn,0.518470081312483,0.647058823529412,0.8436754176610981,1676,267,1409,0,appended,clinicalskills
tree,0.84716496147027,0.5863013698630141,0.878281622911695,1676,267,1409,0,appended,clinicalskills
ensemble,0.84716496147027,0.5863013698630141,0.878281622911695,1676,267,1409,0,appended,clinicalskills
bn,0.8603406163214781,0.617834394904459,0.9025522041763342,862,121,741,3,only,clinicalskills
tree,0.8499682136045771,0.6225165562913909,0.9025522041763342,862,121,741,3,only,clinicalskills
ensemble,0.8499682136045771,0.6225165562913909,0.9025522041763342,862,121,741,3,only,clinicalskills
bn,0.5918918918918921,0.688524590163934,0.6301775147928989,338,148,190,7,only,clinicalskills
tree,0.8827169274537701,0.7765957446808509,0.8698224852071009,338,148,190,7,only,clinicalskills
ensemble,0.8827169274537701,0.7765957446808509,0.8698224852071009,338,148,190,7,only,clinicalskills
bn,0.8955342902711322,0.549222797927461,0.8717948717948721,741,114,627,4,only,clinicalskills
tree,0.5,,0.8461538461538459,741,114,627,4,only,clinicalskills
ensemble,0.513157894736842,0.3125,0.838056680161943,741,114,627,4,only,clinicalskills
bn,0.868727182476142,0.5938566552901021,0.891412349183818,1409,208,1201,1,appended,clinicalskills
tree,0.818904918977775,0.6547085201793721,0.901348474095103,1409,208,1201,1,appended,clinicalskills
ensemble,0.8161788253378589,0.666666666666667,0.90347764371895,1409,208,1201,1,appended,clinicalskills
bn,0.8148478031127909,0.4453333333333329,0.8232789212207241,1409,208,1201,1,sum,clinicalskills
tree,0.5,,0.852377572746629,1409,208,1201,1,sum,clinicalskills
ensemble,0.8492922564529559,0.0,0.256919801277502,1409,208,1201,1,sum,clinicalskills
bn,0.5283094098883571,0.39130434782608703,0.83940620782726,741,114,627,4,sum,clinicalskills
tree,0.5,,0.8461538461538459,741,114,627,4,sum,clinicalskills
ensemble,0.5,,0.8461538461538459,741,114,627,4,sum,clinicalskills
bn,0.589551401269801,0.381443298969072,0.76555023923445,627,124,503,5,sum,clinicalskills
tree,0.5,,0.8022328548644342,627,124,503,5,sum,clinicalskills
ensemble,0.5,,0.8022328548644342,627,124,503,5,sum,clinicalskills
bn,0.534194011117088,0.48936170212766,0.6699801192842939,503,165,338,6,sum,clinicalskills
tree,0.5,,0.671968190854871,503,165,338,6,sum,clinicalskills
ensemble,0.509664694280079,0.407407407407407,0.662027833001988,503,165,338,6,sum,clinicalskills
bn,0.528495800790824,0.25,0.826693227091634,1004,142,862,2,only,clinicalskills
tree,0.829033364922715,0.639751552795031,0.903386454183267,1004,142,862,2,only,clinicalskills
ensemble,0.8325544916832779,0.641975308641975,0.904382470119522,1004,142,862,2,only,clinicalskills
bn,0.920299795897882,0.64,0.9164733178654292,862,121,741,3,appended,clinicalskills
tree,0.871136837644015,0.6879432624113481,0.921113689095128,862,121,741,3,appended,clinicalskills
ensemble,0.86624619399739,0.7089552238805971,0.9245939675174007,862,121,741,3,appended,clinicalskills
bn,0.5655049786628729,0.543689320388349,0.5887573964497039,338,148,190,7,sum,clinicalskills
tree,0.7680654338549079,0.634361233480176,0.7426035502958579,338,148,190,7,sum,clinicalskills
ensemble,0.763584637268848,0.6418604651162789,0.7426035502958579,338,148,190,7,sum,clinicalskills
bn,0.5644253182714721,0.592592592592593,0.691848906560636,503,165,338,6,only,clinicalskills
tree,0.8383001613770841,0.71875,0.8389662027833,503,165,338,6,only,clinicalskills
ensemble,0.8383001613770841,0.71875,0.8389662027833,503,165,338,6,only,clinicalskills
bn,0.8855756347831769,0.5849056603773579,0.894422310756972,1004,142,862,2,appended,clinicalskills
tree,0.85658148426522,0.6748466257668709,0.915338645418327,1004,142,862,2,appended,clinicalskills
ensemble,0.8248504950818599,0.680272108843537,0.911354581673307,1004,142,862,2,appended,clinicalskills
bn,0.5,,0.765545831414095,2171,509,1662,0,only,digitaldemocracy
tree,0.8257714922017411,0.5971428571428571,0.8281897742975591,2171,509,1662,0,only,digitaldemocracy
ensemble,0.8257714922017411,0.5971428571428571,0.8281897742975591,2171,509,1662,0,only,digitaldemocracy
bn,0.772450532724505,0.276595744680851,0.768217734855136,1139,117,1022,3,sum,digitaldemocracy
tree,0.515007443089635,0.277777777777778,0.8902546093064091,1139,117,1022,3,sum,digitaldemocracy
ensemble,0.515496679880242,0.294117647058824,0.891132572431958,1139,117,1022,3,sum,digitaldemocracy
bn,0.8591469895106509,0.498480243161094,0.856282919488337,1329,190,1139,2,only,digitaldemocracy
tree,0.8275911464350079,0.5748987854251011,0.8848758465011289,1329,190,1139,2,only,digitaldemocracy
ensemble,0.828030127997782,0.577235772357724,0.8856282919488341,1329,190,1139,2,only,digitaldemocracy
bn,0.8390870925117501,0.4234234234234229,0.867427568042142,1139,117,1022,3,only,digitaldemocracy
tree,0.791618579289812,0.456647398843931,0.884108867427568,1139,117,1022,3,only,digitaldemocracy
ensemble,0.7883235485975211,0.458823529411765,0.8849868305531171,1139,117,1022,3,only,digitaldemocracy
bn,0.860140049756303,0.539823008849557,0.826714801444043,1662,333,1329,1,appended,digitaldemocracy
tree,0.825330974315173,0.641221374045801,0.866425992779783,1662,333,1329,1,appended,digitaldemocracy
ensemble,0.8197181380025621,0.669421487603306,0.873646209386282,1662,333,1329,1,appended,digitaldemocracy
bn,0.621688935771214,0.248554913294798,0.675146771037182,1022,158,864,4,sum,digitaldemocracy
tree,0.7216435185185192,0.247261345852895,0.529354207436399,1022,158,864,4,sum,digitaldemocracy
ensemble,0.7216435185185192,0.247261345852895,0.529354207436399,1022,158,864,4,sum,digitaldemocracy
bn,0.8703397059561441,0.432203389830508,0.86918349429324,1139,117,1022,3,appended,digitaldemocracy
tree,0.8215623797815579,0.581560283687943,0.91747146619842,1139,117,1022,3,appended,digitaldemocracy
ensemble,0.8187565858798741,0.5912408759124089,0.9192273924495172,1139,117,1022,3,appended,digitaldemocracy
bn,0.5,,0.765545831414095,2171,509,1662,0,appended,digitaldemocracy
tree,0.8257714922017411,0.5971428571428571,0.8281897742975591,2171,509,1662,0,appended,digitaldemocracy
ensemble,0.8257714922017411,0.5971428571428571,0.8281897742975591,2171,509,1662,0,appended,digitaldemocracy
bn,0.797690466990693,0.418732782369146,0.7286401925391089,1662,333,1329,1,sum,digitaldemocracy
tree,0.5389949769182271,0.42857142857142894,0.791817087845969,1662,333,1329,1,sum,digitaldemocracy
ensemble,0.579847341698357,0.40094339622641495,0.7743682310469309,1662,333,1329,1,sum,digitaldemocracy
bn,0.7893627836051941,0.354260089686099,0.7592174567343871,1329,190,1139,2,sum,digitaldemocracy
tree,0.503943902777136,0.25,0.8525206922498121,1329,190,1139,2,sum,digitaldemocracy
ensemble,0.503943902777136,0.25,0.8525206922498121,1329,190,1139,2,sum,digitaldemocracy
bn,0.4924915025785279,0.136363636363636,0.767123287671233,1022,158,864,4,appended,digitaldemocracy
tree,0.8579831809657759,0.4036458333333329,0.772994129158513,1022,158,864,4,appended,digitaldemocracy
ensemble,0.8579831809657759,0.4036458333333329,0.772994129158513,1022,158,864,4,appended,digitaldemocracy
bn,0.5,,0.765545831414095,2171,509,1662,0,sum,digitaldemocracy
tree,0.8257714922017411,0.5971428571428571,0.8281897742975591,2171,509,1662,0,sum,digitaldemocracy
ensemble,0.8257714922017411,0.5971428571428571,0.8281897742975591,2171,509,1662,0,sum,digitaldemocracy
bn,0.8672815027216829,0.5521582733812951,0.83453670276775,1662,333,1329,1,only,digitaldemocracy
tree,0.831316643957728,0.613583138173302,0.858002406738869,1662,333,1329,1,only,digitaldemocracy
ensemble,0.8256902500694829,0.616306954436451,0.858002406738869,1662,333,1329,1,only,digitaldemocracy
bn,0.5369564580403189,0.21301775147929006,0.7504892367906071,1022,158,864,4,only,digitaldemocracy
tree,0.8159722222222221,0.331932773109244,0.688845401174168,1022,158,864,4,only,digitaldemocracy
ensemble,0.8159722222222221,0.331932773109244,0.688845401174168,1022,158,864,4,only,digitaldemocracy
bn,0.8828288896076891,0.5043478260869559,0.8592927012791569,1329,190,1139,2,appended,digitaldemocracy
tree,0.806106464581119,0.598173515981735,0.8893905191873591,1329,190,1139,2,appended,digitaldemocracy
ensemble,0.8069844277066679,0.6036866359447011,0.8908954100827691,1329,190,1139,2,appended,digitaldemocracy
bn,0.500257931196853,0.33333333333333304,0.7822682495579691,3959,861,3098,0,only,fantasysf
tree,0.798268561861123,0.643690349946978,0.850972467794898,3959,861,3098,0,only,fantasysf
ensemble,0.798268561861123,0.643690349946978,0.850972467794898,3959,861,3098,0,only,fantasysf
bn,0.924875856520654,0.6868008948545862,0.902688860435339,1562,319,1243,2,appended,fantasysf
tree,0.9131134352373292,0.7379134860050891,0.9154929577464792,1562,319,1243,2,appended,fantasysf
ensemble,0.9146808333564508,0.738578680203046,0.916133162612036,1562,319,1243,2,appended,fantasysf
bn,0.884737995150312,0.678294573643411,0.9082864038616252,1243,206,1037,3,only,fantasysf
tree,0.868662871801593,0.7142857142857142,0.9139179404666128,1243,206,1037,3,only,fantasysf
ensemble,0.8584555897800791,0.7207207207207209,0.9131134352373292,1243,206,1037,3,only,fantasysf
bn,0.535986684765044,0.6111111111111109,0.6446601941747571,515,191,324,7,only,fantasysf
tree,0.913168185637645,0.816143497757848,0.902912621359223,515,191,324,7,only,fantasysf
ensemble,0.909475793419947,0.818181818181818,0.900970873786408,515,191,324,7,only,fantasysf
bn,0.602318513337178,0.320987654320988,0.896847022187622,2569,207,2362,10,only,fantasysf
tree,0.962569590169634,0.5710306406685239,0.9392759828727132,2569,207,2362,10,only,fantasysf
ensemble,0.9618476113340452,0.582857142857143,0.94200077851304,2569,207,2362,10,only,fantasysf
bn,0.89519906323185,0.7035398230088499,0.912246865959499,1037,183,854,4,only,fantasysf
tree,0.8657298985167841,0.7360406091370558,0.91321118611379,1037,183,854,4,only,fantasysf
ensemble,0.851092896174863,0.7393617021276601,0.910318225650916,1037,183,854,4,only,fantasysf
bn,0.500419325644884,0.5,0.7825208385956051,3959,861,3098,0,appended,fantasysf
tree,0.798268561861123,0.643690349946978,0.850972467794898,3959,861,3098,0,appended,fantasysf
ensemble,0.798268561861123,0.643690349946978,0.850972467794898,3959,861,3098,0,appended,fantasysf
bn,0.873051464736778,0.7,0.9115044247787608,1243,206,1037,3,appended,fantasysf
tree,0.869145031878739,0.7173913043478259,0.914722445695897,1243,206,1037,3,appended,fantasysf
ensemble,0.85360122084804,0.718181818181818,0.9115044247787608,1243,206,1037,3,appended,fantasysf
bn,0.907341607446702,0.795454545454545,0.909732016925247,709,194,515,6,appended,fantasysf
tree,0.906370733660294,0.791855203619909,0.908321579689704,709,194,515,6,appended,fantasysf
ensemble,0.9038284456010408,0.818181818181818,0.913963328631876,709,194,515,6,appended,fantasysf
bn,0.6205093350348161,0.4166666666666671,0.765044814340589,1562,319,1243,2,sum,fantasysf
tree,0.530016367520182,0.6052631578947371,0.80089628681178,1562,319,1243,2,sum,fantasysf
ensemble,0.5456071240325129,0.603448275862069,0.803457106274008,1562,319,1243,2,sum,fantasysf
bn,0.504780895870823,0.4,0.82903981264637,854,145,709,5,sum,fantasysf
tree,0.5,,0.8302107728337241,854,145,709,5,sum,fantasysf
ensemble,0.5,,0.8302107728337241,854,145,709,5,sum,fantasysf
bn,0.9039089263783848,0.794759825327511,0.8912621359223301,515,191,324,7,appended,fantasysf
tree,0.903634218861095,0.8262910798122071,0.899029126213592,515,191,324,7,appended,fantasysf
ensemble,0.9010164178139748,0.825471698113208,0.897087378640777,515,191,324,7,appended,fantasysf
bn,0.8661524327221221,0.797752808988764,0.8611111111111109,324,151,173,8,only,fantasysf
tree,0.886441067258738,0.801075268817204,0.87962962962963,324,151,173,8,only,fantasysf
ensemble,0.8682004363970451,0.8092485549132951,0.864197530864197,324,151,173,8,only,fantasysf
bn,0.543202149983433,0.206106870229008,0.889451148306734,2569,207,2362,10,appended,fantasysf
tree,0.960740099890783,0.632075471698113,0.952121448034255,2569,207,2362,10,appended,fantasysf
ensemble,0.9490861752301948,0.6302250803858521,0.950953678474114,2569,207,2362,10,appended,fantasysf
bn,0.5,,0.7825208385956051,3959,861,3098,0,sum,fantasysf
tree,0.798268561861123,0.643690349946978,0.850972467794898,3959,861,3098,0,sum,fantasysf
ensemble,0.798268561861123,0.643690349946978,0.850972467794898,3959,861,3098,0,sum,fantasysf
bn,0.501211944929222,0.4,0.6252427184466021,515,191,324,7,sum,fantasysf
tree,0.507384784435395,0.666666666666667,0.633009708737864,515,191,324,7,sum,fantasysf
ensemble,0.507384784435395,0.666666666666667,0.633009708737864,515,191,324,7,sum,fantasysf
bn,0.8760862075565592,0.8011049723756909,0.87037037037037,324,151,173,8,appended,fantasysf
tree,0.8789763809669641,0.805555555555556,0.873456790123457,324,151,173,8,appended,fantasysf
ensemble,0.875244037821077,0.807909604519774,0.87037037037037,324,151,173,8,appended,fantasysf
bn,0.572180341423082,0.615384615384615,0.8407494145199059,854,145,709,5,appended,fantasysf
tree,0.913642332571373,0.7081081081081079,0.9203747072599532,854,145,709,5,appended,fantasysf
ensemble,0.8764943339331751,0.7125748502994008,0.9133489461358308,854,145,709,5,appended,fantasysf
bn,0.91832884844786,0.6993006993006989,0.905249679897567,1562,319,1243,2,only,fantasysf
tree,0.8838599606069849,0.748603351955307,0.909731113956466,1562,319,1243,2,only,fantasysf
ensemble,0.8823341748273091,0.755681818181818,0.91101152368758,1562,319,1243,2,only,fantasysf
bn,0.5,,0.823529411764706,1037,183,854,4,sum,fantasysf
tree,0.5,,0.823529411764706,1037,183,854,4,sum,fantasysf
ensemble,0.5,,0.823529411764706,1037,183,854,4,sum,fantasysf
bn,0.905889326056419,0.6215189873417719,0.8912201420271141,3098,529,2569,1,appended,fantasysf
tree,0.846207618684607,0.682967959527825,0.899289864428664,3098,529,2569,1,appended,fantasysf
ensemble,0.8371450793634442,0.67986230636833,0.8967075532601679,3098,529,2569,1,appended,fantasysf
bn,0.5,,0.726375176304654,709,194,515,6,sum,fantasysf
tree,0.5048193374036629,0.5,0.726375176304654,709,194,515,6,sum,fantasysf
ensemble,0.5048193374036629,0.5,0.726375176304654,709,194,515,6,sum,fantasysf
bn,0.5,,0.8342719227674978,1243,206,1037,3,sum,fantasysf
tree,0.496624879459981,0.0,0.82864038616251,1243,206,1037,3,sum,fantasysf
ensemble,0.503424272780893,0.272727272727273,0.830249396621078,1243,206,1037,3,sum,fantasysf
bn,0.8247462919594071,0.7142857142857142,0.8987463837994208,1037,183,854,4,appended,fantasysf
tree,0.8747072599531619,0.7142857142857142,0.910318225650916,1037,183,854,4,appended,fantasysf
ensemble,0.861436377829821,0.740932642487047,0.91321118611379,1037,183,854,4,appended,fantasysf
bn,0.897632869582624,0.7608695652173909,0.895627644569817,709,194,515,6,only,fantasysf
tree,0.86838154338905,0.797979797979798,0.8928067700987309,709,194,515,6,only,fantasysf
ensemble,0.86838154338905,0.797979797979798,0.8928067700987309,709,194,515,6,only,fantasysf
bn,0.866739980323782,0.480732177263969,0.816333118140736,3098,529,2569,1,sum,fantasysf
tree,0.535221092552544,0.6461538461538461,0.8353776630083929,3098,529,2569,1,sum,fantasysf
ensemble,0.533525361644326,0.6451612903225811,0.8350548741123299,3098,529,2569,1,sum,fantasysf
bn,0.511237987563595,0.693535514764565,0.6889840404826779,2569,1769,800,10,sum,fantasysf
tree,0.8065923544375351,0.851227732306211,0.8793304787855201,2569,1769,800,10,sum,fantasysf
ensemble,0.8065923544375351,0.851227732306211,0.8793304787855201,2569,1769,800,10,sum,fantasysf
bn,0.617980323852544,0.594594594594595,0.62037037037037,324,151,173,8,sum,fantasysf
tree,0.7745664739884391,0.6593886462882099,0.7592592592592591,324,151,173,8,sum,fantasysf
ensemble,0.7313478543811971,0.6842105263157889,0.7283950617283951,324,151,173,8,sum,fantasysf
bn,0.560347259374544,0.5,0.8302107728337241,854,145,709,5,only,fantasysf
tree,0.884801322892856,0.7245508982035931,0.918032786885246,854,145,709,5,only,fantasysf
ensemble,0.884801322892856,0.7245508982035931,0.918032786885246,854,145,709,5,only,fantasysf
bn,0.908696903092787,0.619524405506884,0.890897353131052,3098,529,2569,1,only,fantasysf
tree,0.846207618684607,0.682967959527825,0.899289864428664,3098,529,2569,1,only,fantasysf
ensemble,0.8361998997793231,0.6793103448275861,0.8963847643641059,3098,529,2569,1,only,fantasysf
bn,0.6624144236084529,0.479495268138801,0.648503453568688,1303,432,871,6,sum,insidetheinternet
tree,0.499435248968831,0.25,0.666922486569455,1303,432,871,6,sum,insidetheinternet
ensemble,0.499435248968831,0.25,0.666922486569455,1303,432,871,6,sum,insidetheinternet
bn,0.828071379547014,1.0,0.9010858835143142,5065,1457,3608,10,only,insidetheinternet
tree,0.995881949210707,1.0,0.9976307996051328,5065,1457,3608,10,only,insidetheinternet
ensemble,0.990048043925875,1.0,0.994274432379072,5065,1457,3608,10,only,insidetheinternet
bn,0.829484584241669,0.48111658456486,0.805705059203445,1858,338,1520,4,appended,insidetheinternet
tree,0.779235440672688,0.678456591639871,0.8778256189451021,1858,338,1520,4,appended,insidetheinternet
ensemble,0.765923777639365,0.687285223367698,0.8767491926803009,1858,338,1520,4,appended,insidetheinternet
bn,0.5172753547030999,0.4431137724550901,0.473770491803279,610,264,346,8,sum,insidetheinternet
tree,0.535864424592748,0.4873096446700511,0.559016393442623,610,264,346,8,sum,insidetheinternet
ensemble,0.535864424592748,0.4873096446700511,0.559016393442623,610,264,346,8,sum,insidetheinternet
bn,0.8418697016102509,0.399193548387097,0.791447368421053,1520,217,1303,5,appended,insidetheinternet
tree,0.8064816746890371,0.595238095238095,0.8888157894736841,1520,217,1303,5,appended,insidetheinternet
ensemble,0.796110358584055,0.607594936708861,0.8907894736842109,1520,217,1303,5,appended,insidetheinternet
bn,0.765589420213698,0.642105263157895,0.7442622950819671,610,264,346,8,only,insidetheinternet
tree,0.74575232089683,0.633879781420765,0.727868852459016,610,264,346,8,only,insidetheinternet
ensemble,0.7467485549132951,0.6363636363636359,0.729508196721312,610,264,346,8,only,insidetheinternet
bn,0.726417143836151,0.400836164097204,0.6370764906051191,6759,1694,5065,1,sum,insidetheinternet
tree,0.522995684204515,0.5645161290322579,0.7529220298860779,6759,1694,5065,1,sum,insidetheinternet
ensemble,0.516510103017327,0.568181818181818,0.7520343246042309,6759,1694,5065,1,sum,insidetheinternet
bn,0.563000661359288,0.357798165137615,0.8368421052631579,1520,217,1303,5,only,insidetheinternet
tree,0.7888212596949259,0.5513307984790881,0.875,1520,217,1303,5,only,insidetheinternet
ensemble,0.788437529840743,0.549242424242424,0.8743421052631579,1520,217,1303,5,only,insidetheinternet
bn,0.7864565816526079,0.838739573679333,0.856663376110563,5065,1457,3608,10,appended,insidetheinternet
tree,0.9845573095401507,1.0,0.99111549851925,5065,1457,3608,10,appended,insidetheinternet
ensemble,0.9845573095401507,1.0,0.99111549851925,5065,1457,3608,10,appended,insidetheinternet
bn,0.5633210719915921,0.472049689440994,0.522950819672131,610,264,346,8,appended,insidetheinternet
tree,0.73522070415134,0.696629213483146,0.7393442622950821,610,264,346,8,appended,insidetheinternet
ensemble,0.73522070415134,0.696629213483146,0.7393442622950821,610,264,346,8,appended,insidetheinternet
bn,0.7980914638172671,0.5699541284403671,0.760254988913525,3608,1109,2499,2,appended,insidetheinternet
tree,0.80682191722496,0.656782802075612,0.809866962305987,3608,1109,2499,2,appended,insidetheinternet
ensemble,0.8020037591231259,0.665637065637066,0.811529933481153,3608,1109,2499,2,appended,insidetheinternet
bn,0.796961616318904,0.534334763948498,0.835306781485468,1858,338,1520,4,only,insidetheinternet
tree,0.78251128931797,0.595238095238095,0.8568353067814849,1858,338,1520,4,only,insidetheinternet
ensemble,0.775936234817814,0.587765957446808,0.8536060279870831,1858,338,1520,4,only,insidetheinternet
bn,0.5,,0.7518353726362629,8990,2231,6759,0,appended,insidetheinternet
tree,0.797232091693205,0.559862457017818,0.794438264738598,8990,2231,6759,0,appended,insidetheinternet
ensemble,0.795058354386989,0.559823677581864,0.7941045606229141,8990,2231,6759,0,appended,insidetheinternet
bn,0.54484389598256,0.31382978723404303,0.780409041980624,1858,338,1520,4,sum,insidetheinternet
tree,0.5,,0.8180839612486541,1858,338,1520,4,sum,insidetheinternet
ensemble,0.5,,0.8180839612486541,1858,338,1520,4,sum,insidetheinternet
bn,0.5999152063312609,0.3550834597875569,0.48105625717566,871,261,610,7,appended,insidetheinternet
tree,0.803090258149614,0.6677740863787379,0.8163030998851891,871,261,610,7,appended,insidetheinternet
ensemble,0.8036335657307958,0.673400673400673,0.818599311136625,871,261,610,7,appended,insidetheinternet
bn,0.82127755508498,0.5304114490160999,0.7707082833133249,2499,641,1858,3,only,insidetheinternet
tree,0.7399540545669191,0.649484536082474,0.81312525010004,2499,641,1858,3,only,insidetheinternet
ensemble,0.748963456923638,0.647446457990115,0.8151260504201681,2499,641,1858,3,only,insidetheinternet
bn,0.6560718065404699,0.407608695652174,0.570121951219512,3608,1109,2499,2,sum,insidetheinternet
tree,0.5243226235489691,0.513812154696133,0.6940133037694011,3608,1109,2499,2,sum,insidetheinternet
ensemble,0.523516890976409,0.534591194968553,0.695676274944568,3608,1109,2499,2,sum,insidetheinternet
bn,0.5,,0.7518353726362629,8990,2231,6759,0,only,insidetheinternet
tree,0.797232091693205,0.559862457017818,0.794438264738598,8990,2231,6759,0,only,insidetheinternet
ensemble,0.794605748040911,0.560328490208465,0.7943270300333699,8990,2231,6759,0,only,insidetheinternet
