model,auc,precision,accuracy,n,n_p,n_n,week,feat_type,course
tree,0.7827697517051558,0.664187643020595,0.8339685704233609,34108,8533,25575,3,appended,pythonlearn
ensemble,0.781344776229002,0.666242921530105,0.834173800867832,34108,8533,25575,3,appended,pythonlearn
bn,0.550324848573444,0.19891472868217105,0.30259995894166103,82809,15027,67782,1,sum,pythonlearn
tree,0.52085134810217,0.5478571428571429,0.8201523988938401,82809,15027,67782,1,sum,pythonlearn
ensemble,0.5174776959703329,0.55116079105761,0.8199712591626509,82809,15027,67782,1,sum,pythonlearn
bn,0.5,,0.7796356446829541,106215,23406,82809,0,appended,pythonlearn
tree,0.794643372645159,0.5505573126170661,0.8106387986630891,106215,23406,82809,0,appended,pythonlearn
ensemble,0.751530992915138,0.548653577942281,0.80525349526903,106215,23406,82809,0,appended,pythonlearn
bn,0.5209839948095549,0.438979963570128,0.6550466153222541,12335,4121,8214,7,sum,pythonlearn
tree,0.5,,0.665910012160519,12335,4121,8214,7,sum,pythonlearn
ensemble,0.5,,0.665910012160519,12335,4121,8214,7,sum,pythonlearn
bn,0.806817493346298,0.39107976005332107,0.723810213865643,82809,15027,67782,1,only,pythonlearn
tree,0.7641588962710941,0.541028052896586,0.836442898718738,82809,15027,67782,1,only,pythonlearn
ensemble,0.7641588962710941,0.541028052896586,0.836442898718738,82809,15027,67782,1,only,pythonlearn
bn,0.807354212098862,0.601426307448494,0.7696797730036479,12335,4121,8214,7,appended,pythonlearn
tree,0.792400162316609,0.679509255273353,0.801134981759222,12335,4121,8214,7,appended,pythonlearn
ensemble,0.79486108582792,0.7004754358161651,0.8094852047020671,12335,4121,8214,7,appended,pythonlearn
bn,0.813194584892939,0.6096505290157099,0.776813944061613,12335,4121,8214,7,only,pythonlearn
tree,0.772275062367994,0.7147223637289859,0.802594244021078,12335,4121,8214,7,only,pythonlearn
ensemble,0.7717313531321551,0.716005121638924,0.802675314146737,12335,4121,8214,7,only,pythonlearn
bn,0.691886558363823,0.385128105085187,0.578648920463056,46733,12625,34108,2,appended,pythonlearn
tree,0.79090470572799,0.6721151683287099,0.8280872188817321,46733,12625,34108,2,appended,pythonlearn
ensemble,0.789694240891194,0.672979702708821,0.8279588299488578,46733,12625,34108,2,appended,pythonlearn
bn,0.5863899613899611,0.546593691487829,0.58327246165084,8214,4070,4144,8,appended,pythonlearn
tree,0.7765158827658829,0.771116504854369,0.7764791818845871,8214,4070,4144,8,appended,pythonlearn
ensemble,0.776074938574938,0.775364107627746,0.776113951789627,8214,4070,4144,8,appended,pythonlearn
bn,0.7970552368763492,0.474320419836075,0.7242875571713381,34108,8533,25575,3,only,pythonlearn
tree,0.759972703295893,0.6377723406734239,0.8191626597865601,34108,8533,25575,3,only,pythonlearn
ensemble,0.7599337675740859,0.638166336171702,0.819279934326258,34108,8533,25575,3,only,pythonlearn
bn,0.8266526050827131,0.420271206572305,0.7588660801564029,25575,4556,21019,4,only,pythonlearn
tree,0.7599644105184991,0.5566789811394129,0.8446529814271752,25575,4556,21019,4,only,pythonlearn
ensemble,0.7600833505251591,0.557220708446866,0.844848484848485,25575,4556,21019,4,only,pythonlearn
bn,0.6824714285548411,0.382661937901499,0.579761624547964,46733,12625,34108,2,sum,pythonlearn
tree,0.5,,0.729848287077654,46733,12625,34108,2,sum,pythonlearn
ensemble,0.5,,0.729848287077654,46733,12625,34108,2,sum,pythonlearn
bn,0.5,,0.7796356446829541,106215,23406,82809,0,only,pythonlearn
tree,0.794643372645159,0.5505573126170661,0.8106387986630891,106215,23406,82809,0,only,pythonlearn
ensemble,0.7528410318864459,0.549445454869655,0.805743068304853,106215,23406,82809,0,only,pythonlearn
bn,0.8172600734991992,0.474500868055556,0.754222370236453,21019,4696,16323,5,appended,pythonlearn
tree,0.7862634529970509,0.611793154761905,0.8337694466910891,21019,4696,16323,5,appended,pythonlearn
ensemble,0.782690361454208,0.623931623931624,0.837290070888244,21019,4696,16323,5,appended,pythonlearn
bn,0.825270257468799,0.511089944210097,0.7656680757213751,16323,3988,12335,6,only,pythonlearn
tree,0.7802572390865341,0.645077105575326,0.830607118789438,16323,3988,12335,6,only,pythonlearn
ensemble,0.781091511258543,0.641651031894934,0.829688170066777,16323,3988,12335,6,only,pythonlearn
bn,0.500880578970296,0.226277372262774,0.818924731182796,25575,4556,21019,4,sum,pythonlearn
tree,0.5,,0.821857282502444,25575,4556,21019,4,sum,pythonlearn
ensemble,0.5,,0.821857282502444,25575,4556,21019,4,sum,pythonlearn
bn,0.499630783258455,0.2,0.7733003473048191,21019,4696,16323,5,sum,pythonlearn
tree,0.5,,0.776583091488653,21019,4696,16323,5,sum,pythonlearn
ensemble,0.499559363826567,0.18604651162790695,0.774013987344783,21019,4696,16323,5,sum,pythonlearn
bn,0.7278960507610691,0.355670103092784,0.622513840475702,4877,1057,3820,1,sum,questionnairedesign
tree,0.519683783502653,0.5185185185185179,0.7840885790444949,4877,1057,3820,1,sum,questionnairedesign
ensemble,0.515104984471511,0.518072289156627,0.7838835349600161,4877,1057,3820,1,sum,questionnairedesign
bn,0.548428063554244,0.525993883792049,0.589547038327526,1435,606,829,6,only,questionnairedesign
tree,0.77210703579405,0.6865464632454922,0.765156794425087,1435,606,829,6,only,questionnairedesign
ensemble,0.77210703579405,0.6865464632454922,0.765156794425087,1435,606,829,6,only,questionnairedesign
bn,0.8187452634394491,0.482619647355164,0.7691203608775892,4877,1057,3820,1,appended,questionnairedesign
tree,0.762636029065765,0.622782446311858,0.8371949969243391,4877,1057,3820,1,appended,questionnairedesign
ensemble,0.752925027366794,0.628937007874016,0.8369899528398609,4877,1057,3820,1,appended,questionnairedesign
bn,0.684990685674646,0.29156010230179,0.5996464869642071,2263,417,1846,4,sum,questionnairedesign
tree,0.5,,0.815731330092797,2263,417,1846,4,sum,questionnairedesign
ensemble,0.5,,0.815731330092797,2263,417,1846,4,sum,questionnairedesign
bn,0.771456126312269,0.75,0.7797909407665509,1435,606,829,6,appended,questionnairedesign
tree,0.78290576343521,0.7265745007680491,0.7832752613240419,1435,606,829,6,appended,questionnairedesign
ensemble,0.780691277812944,0.7576791808873721,0.78815331010453,1435,606,829,6,appended,questionnairedesign
bn,0.805612411364543,0.383018867924528,0.7424465733235079,2714,451,2263,3,only,questionnairedesign
tree,0.787323892601799,0.565619223659889,0.8599852616064849,2714,451,2263,3,only,questionnairedesign
ensemble,0.7786717394350259,0.5646387832699621,0.858879882092852,2714,451,2263,3,only,questionnairedesign
bn,0.803255563266581,0.40606936416185,0.736494597839136,3332,618,2714,2,appended,questionnairedesign
tree,0.7363926231717121,0.6181818181818179,0.8535414165666271,3332,618,2714,2,appended,questionnairedesign
ensemble,0.735511419870121,0.621323529411765,0.8541416566626651,3332,618,2714,2,appended,questionnairedesign
bn,0.5846785193730171,0.21709401709401704,0.376933274414494,2263,417,1846,4,appended,questionnairedesign
tree,0.7286933183680581,0.6225352112676059,0.854175872735307,2263,417,1846,4,appended,questionnairedesign
ensemble,0.7200687986988521,0.6272189349112429,0.8537339814405659,2263,417,1846,4,appended,questionnairedesign
bn,0.817516729655698,0.479739869934967,0.766659831863851,4877,1057,3820,1,only,questionnairedesign
tree,0.8007842258293009,0.5929003021148039,0.8337092474882098,4877,1057,3820,1,only,questionnairedesign
ensemble,0.787702278997657,0.59967845659164,0.8341193356571659,4877,1057,3820,1,only,questionnairedesign
bn,0.5,,0.729107489908805,6689,1812,4877,0,only,questionnairedesign
tree,0.77934263454943,0.568035426731079,0.7796382119898342,6689,1812,4877,0,only,questionnairedesign
ensemble,0.778097093579314,0.5679062247372679,0.779339213634325,6689,1812,4877,0,only,questionnairedesign
bn,0.6754440713571159,0.248594628357277,0.5372144436256451,2714,451,2263,3,sum,questionnairedesign
tree,0.5,,0.83382461311717,2714,451,2263,3,sum,questionnairedesign
ensemble,0.5,,0.83382461311717,2714,451,2263,3,sum,questionnairedesign
bn,0.68325749499777,0.27758362456315505,0.547118847539016,3332,618,2714,2,sum,questionnairedesign
tree,0.5,,0.8145258103241301,3332,618,2714,2,sum,questionnairedesign
ensemble,0.5,,0.8145258103241301,3332,618,2714,2,sum,questionnairedesign
bn,0.644713751621354,0.34931506849315097,0.658179848320693,1846,411,1435,5,sum,questionnairedesign
tree,0.5,,0.7773564463705309,1846,411,1435,5,sum,questionnairedesign
ensemble,0.501559042702002,0.33333333333333304,0.7757313109425791,1846,411,1435,5,sum,questionnairedesign
bn,0.836260785521096,0.4457142857142861,0.773751657092355,2263,417,1846,4,only,questionnairedesign
tree,0.5,,0.815731330092797,2263,417,1846,4,only,questionnairedesign
ensemble,0.755958829902492,0.31638846737481,0.6018559434379139,2263,417,1846,4,only,questionnairedesign
bn,0.563702540338473,0.4763636363636359,0.550522648083624,1435,606,829,6,sum,questionnairedesign
tree,0.584788424560188,0.5048678720445061,0.5825783972125439,1435,606,829,6,sum,questionnairedesign
ensemble,0.583172098874544,0.505730659025788,0.5832752613240421,1435,606,829,6,sum,questionnairedesign
bn,0.8210068075654692,0.488341968911917,0.767605633802817,1846,411,1435,5,only,questionnairedesign
tree,0.758804479598498,0.6036866359447011,0.8261105092091009,1846,411,1435,5,only,questionnairedesign
ensemble,0.75637732394008,0.609929078014184,0.827735644637053,1846,411,1435,5,only,questionnairedesign
bn,0.5,,0.729107489908805,6689,1812,4877,0,sum,questionnairedesign
tree,0.77934263454943,0.568035426731079,0.7796382119898342,6689,1812,4877,0,sum,questionnairedesign
ensemble,0.778893280211978,0.5679161628375661,0.77948871281208,6689,1812,4877,0,sum,questionnairedesign
bn,0.565018278230828,0.188679245283019,0.33529845246868106,2714,451,2263,3,appended,questionnairedesign
tree,0.7861721338058599,0.620253164556962,0.875829034635225,2714,451,2263,3,appended,questionnairedesign
ensemble,0.758219325052689,0.6220657276995311,0.872144436256448,2714,451,2263,3,appended,questionnairedesign
bn,0.8055229625601881,0.40041928721174,0.7289915966386551,3332,618,2714,2,only,questionnairedesign
tree,0.7589354491751992,0.553672316384181,0.837334933973589,3332,618,2714,2,only,questionnairedesign
ensemble,0.75904753728122,0.556980056980057,0.8385354141656659,3332,618,2714,2,only,questionnairedesign
bn,0.5,,0.729107489908805,6689,1812,4877,0,appended,questionnairedesign
tree,0.77934263454943,0.568035426731079,0.7796382119898342,6689,1812,4877,0,appended,questionnairedesign
ensemble,0.778373031769159,0.568080808080808,0.77948871281208,6689,1812,4877,0,appended,questionnairedesign
bn,0.572214451028765,0.253324468085106,0.3754062838569879,1846,411,1435,5,appended,questionnairedesign
tree,0.7573810795459358,0.563146997929607,0.810400866738895,1846,411,1435,5,appended,questionnairedesign
ensemble,0.736558237323771,0.585131894484412,0.8158179848320691,1846,411,1435,5,appended,questionnairedesign
bn,0.564021561117993,0.184134812988081,0.313818924438393,2938,479,2459,5,appended,sleep
tree,0.8649535047004699,0.6632478632478629,0.901974132062628,2938,479,2459,5,appended,sleep
ensemble,0.858839455589412,0.671378091872792,0.902995234853642,2938,479,2459,5,appended,sleep
bn,0.849131232787489,0.477703455964326,0.817733990147783,5684,956,4728,1,only,sleep
tree,0.8148805478268871,0.5421956684092609,0.8516889514426459,5684,956,4728,1,only,sleep
ensemble,0.796003865514092,0.546623794212219,0.852216748768473,5684,956,4728,1,only,sleep
bn,0.788052254864303,0.336608066184074,0.7127749576988159,4728,726,4002,2,sum,sleep
tree,0.5,,0.8464467005076141,4728,726,4002,2,sum,sleep
ensemble,0.78335832083958,0.295121951219512,0.633248730964467,4728,726,4002,2,sum,sleep
bn,0.715237867177522,0.354900095147479,0.631131131131131,1998,432,1566,7,sum,sleep
tree,0.5,,0.7837837837837841,1998,432,1566,7,sum,sleep
ensemble,0.5,,0.7837837837837841,1998,432,1566,7,sum,sleep
bn,0.5,,0.83416495450543,6814,1130,5684,0,appended,sleep
tree,0.8150814582775441,0.537546933667084,0.851775755796889,6814,1130,5684,0,appended,sleep
ensemble,0.8150814582775441,0.537546933667084,0.851775755796889,6814,1130,5684,0,appended,sleep
bn,0.530505408452798,0.16225626740947102,0.23096446700507606,4728,726,4002,2,appended,sleep
tree,0.7610936267403491,0.6179450072358901,0.880922165820643,4728,726,4002,2,appended,sleep
ensemble,0.7604049215061891,0.617391304347826,0.8807106598984771,4728,726,4002,2,appended,sleep
bn,0.8631103989021559,0.4806034482758621,0.7978853192354621,2459,461,1998,6,only,sleep
tree,0.8409076104303871,0.608910891089109,0.866205774705165,2459,461,1998,6,only,sleep
ensemble,0.837319966387212,0.6093489148580971,0.8657991053273689,2459,461,1998,6,only,sleep
bn,0.586179415231865,0.18302387267904505,0.3644482857966,3471,533,2938,4,appended,sleep
tree,0.80461239602185,0.6434937611408199,0.8928262748487471,3471,533,2938,4,appended,sleep
ensemble,0.803844493516412,0.6440071556350629,0.8928262748487471,3471,533,2938,4,appended,sleep
bn,0.5610118681236579,0.183326420572377,0.317222600408441,2938,479,2459,5,sum,sleep
tree,0.5,,0.8369639210347181,2938,479,2459,5,sum,sleep
ensemble,0.5,,0.8369639210347181,2938,479,2459,5,sum,sleep
bn,0.8606207690191691,0.474768280123584,0.855072463768116,4002,531,3471,3,only,sleep
tree,0.834571192788675,0.530322580645161,0.879060469765117,4002,531,3471,3,only,sleep
ensemble,0.5,,0.8673163418290849,4002,531,3471,3,only,sleep
bn,0.8638377092445509,0.479242534595776,0.8343908629441621,4728,726,4002,2,only,sleep
tree,0.7916898988522271,0.545355191256831,0.8640016920473771,4728,726,4002,2,only,sleep
ensemble,0.785927284291739,0.5457589285714289,0.863790186125212,4728,726,4002,2,only,sleep
bn,0.8707059722060799,0.5243902439024389,0.859118409680207,3471,533,2938,4,only,sleep
tree,0.836710720749141,0.588825214899714,0.882166522615961,3471,533,2938,4,only,sleep
ensemble,0.8311652194125749,0.58978102189781,0.881878421204264,3471,533,2938,4,only,sleep
bn,0.848442732337928,0.4854035489410421,0.8228360309641101,5684,956,4728,1,appended,sleep
tree,0.7332414742759241,0.633626097867001,0.869282195636875,5684,956,4728,1,appended,sleep
ensemble,0.7216467019235531,0.6332453825857521,0.8673469387755101,5684,956,4728,1,appended,sleep
bn,0.7866316061897859,0.30192307692307696,0.7128935532233879,4002,531,3471,3,sum,sleep
tree,0.5,,0.8673163418290849,4002,531,3471,3,sum,sleep
ensemble,0.5,,0.8673163418290849,4002,531,3471,3,sum,sleep
bn,0.5,,0.83416495450543,6814,1130,5684,0,sum,sleep
tree,0.8150814582775441,0.537546933667084,0.851775755796889,6814,1130,5684,0,sum,sleep
ensemble,0.8150814582775441,0.537546933667084,0.851775755796889,6814,1130,5684,0,sum,sleep
bn,0.5,,0.83416495450543,6814,1130,5684,0,only,sleep
tree,0.8150814582775441,0.537546933667084,0.851775755796889,6814,1130,5684,0,only,sleep
ensemble,0.8150814582775441,0.537546933667084,0.851775755796889,6814,1130,5684,0,only,sleep
bn,0.7988100800713629,0.37921847246891693,0.7361013370865591,5684,956,4728,1,sum,sleep
tree,0.5,,0.831808585503167,5684,956,4728,1,sum,sleep
ensemble,0.5,,0.831808585503167,5684,956,4728,1,sum,sleep
bn,0.779213501801458,0.33598841419261405,0.71593200806684,3471,533,2938,4,sum,sleep
tree,0.5,,0.8464419475655429,3471,533,2938,4,sum,sleep
ensemble,0.5,,0.8464419475655429,3471,533,2938,4,sum,sleep
bn,0.766503488303922,0.385148514851485,0.718178121187475,2459,461,1998,6,sum,sleep
tree,0.5,,0.812525416836112,2459,461,1998,6,sum,sleep
ensemble,0.5,,0.812525416836112,2459,461,1998,6,sum,sleep
bn,0.8557911332491691,0.5359477124183011,0.85568413886998,2938,479,2459,5,only,sleep
tree,0.832242938682918,0.566666666666667,0.8669162695711371,2938,479,2459,5,only,sleep
ensemble,0.5,,0.8369639210347181,2938,479,2459,5,only,sleep
bn,0.683663836110989,0.20264681555004105,0.5079960019990011,4002,531,3471,3,appended,sleep
tree,0.8189005919914321,0.6064516129032261,0.900299850074962,4002,531,3471,3,appended,sleep
ensemble,0.817161403525905,0.606158833063209,0.9000499750124941,4002,531,3471,3,appended,sleep
bn,0.538286116919523,0.200267618198037,0.265961773078487,2459,461,1998,6,appended,sleep
tree,0.8372336544787741,0.678988326848249,0.8873525823505491,2459,461,1998,6,appended,sleep
ensemble,0.8324778140396359,0.684630738522954,0.887759251728345,2459,461,1998,6,appended,sleep
bn,0.8489383780332058,0.5086633663366339,0.790790790790791,1998,432,1566,7,only,sleep
tree,0.8095067049808431,0.663113006396588,0.86036036036036,1998,432,1566,7,only,sleep
ensemble,0.8041586845466159,0.665938864628821,0.8598598598598599,1998,432,1566,7,only,sleep
bn,0.537037037037037,0.23008849557522096,0.29529529529529497,1998,432,1566,7,appended,sleep
tree,0.860751915708812,0.6612021857923499,0.872372372372372,1998,432,1566,7,appended,sleep
ensemble,0.860871647509578,0.665441176470588,0.8738738738738739,1998,432,1566,7,appended,sleep
bn,0.8694322928095161,0.4551201011378,0.8269787341135021,7947,1162,6785,3,appended,sna
tree,0.742025983711665,0.608863198458574,0.8822197055492641,7947,1162,6785,3,appended,sna
ensemble,0.739762714401135,0.615384615384615,0.883226374732603,7947,1162,6785,3,appended,sna
bn,0.548956463178861,0.201298701298701,0.30836162988115506,4712,867,3845,7,sum,sna
tree,0.688262141849014,0.275506698728959,0.538624787775891,4712,867,3845,7,sum,sna
ensemble,0.688799246463674,0.27624309392265195,0.5409592529711379,4712,867,3845,7,sum,sna
bn,0.5555509263457321,0.235378031383738,0.8243183492999259,6785,821,5964,4,sum,sna
tree,0.5,,0.878997789240973,6785,821,5964,4,sum,sna
ensemble,0.332494969818913,0.0,0.5845246868091379,6785,821,5964,4,sum,sna
bn,0.5483082706766921,0.119028662420382,0.250167672702884,5964,644,5320,5,appended,sna
tree,0.7334382151029749,0.61787072243346,0.912810194500335,5964,644,5320,5,appended,sna
ensemble,0.7309905197777049,0.623300970873786,0.9133132126089872,5964,644,5320,5,appended,sna
bn,0.622933866215467,0.249576271186441,0.70504592928149,7947,1162,6785,3,sum,sna
tree,0.5,,0.8537813011199191,7947,1162,6785,3,sum,sna
ensemble,0.5,,0.8537813011199191,7947,1162,6785,3,sum,sna
bn,0.5,,0.7341573033707871,17800,4732,13068,0,only,sna
tree,0.7980669615285,0.59472764808639,0.8011797752808991,17800,4732,13068,0,only,sna
ensemble,0.7980669615285,0.59472764808639,0.8011797752808991,17800,4732,13068,0,only,sna
bn,0.735043868164042,0.39109050028105696,0.6457759412304871,13068,3079,9989,1,sum,sna
tree,0.514355625549911,0.5281385281385279,0.7653810835629019,13068,3079,9989,1,sum,sna
ensemble,0.5159027154618371,0.514925373134328,0.764998469543924,13068,3079,9989,1,sum,sna
bn,0.8470726484112979,0.5179316096747291,0.808489338272099,9989,2042,7947,2,appended,sna
tree,0.74184339762188,0.6078028747433271,0.837621383521874,9989,2042,7947,2,appended,sna
ensemble,0.7368476415804159,0.6073298429319369,0.836620282310542,9989,2042,7947,2,appended,sna
bn,0.82715278784578,0.523560209424084,0.7836700336700341,13068,3079,9989,1,appended,sna
tree,0.758581695467483,0.621159328476402,0.822926232017141,13068,3079,9989,1,appended,sna
ensemble,0.7508305579788299,0.626697581980788,0.822926232017141,13068,3079,9989,1,appended,sna
bn,0.882029923599321,0.471763683753258,0.873496240601504,5320,608,4712,6,only,sna
tree,0.8551305178268249,0.540691192865106,0.8994360902255641,5320,608,4712,6,only,sna
ensemble,0.8417073429541599,0.5392609699769051,0.898496240601504,5320,608,4712,6,only,sna
bn,0.8763474785551301,0.472878390201225,0.838177928778155,7947,1162,6785,3,only,sna
tree,0.8175829541980959,0.5470737913485999,0.872404681011703,7947,1162,6785,3,only,sna
ensemble,0.8118273705412242,0.5514079895219379,0.87353718384296,7947,1162,6785,3,only,sna
bn,0.8830062183903259,0.458485958485958,0.8589535740604269,6785,821,5964,4,appended,sna
tree,0.774311214424182,0.641261498028909,0.910685335298452,6785,821,5964,4,appended,sna
ensemble,0.770718811447655,0.644772117962466,0.910832719233604,6785,821,5964,4,appended,sna
bn,0.8973030402092191,0.4443625644804721,0.8667002012072429,5964,644,5320,5,only,sna
tree,0.5,,0.892018779342723,5964,644,5320,5,only,sna
ensemble,0.5,,0.892018779342723,5964,644,5320,5,only,sna
bn,0.6696997028862479,0.182945154019534,0.5684210526315789,5320,608,4712,6,sum,sna
tree,0.5,,0.8857142857142858,5320,608,4712,6,sum,sna
ensemble,0.5,,0.8857142857142858,5320,608,4712,6,sum,sna
bn,0.5,,0.7341573033707871,17800,4732,13068,0,appended,sna
tree,0.7980669615285,0.59472764808639,0.8011797752808991,17800,4732,13068,0,appended,sna
ensemble,0.7980669615285,0.59472764808639,0.8011797752808991,17800,4732,13068,0,appended,sna
bn,0.5,,0.7341573033707871,17800,4732,13068,0,sum,sna
tree,0.7980669615285,0.59472764808639,0.8011797752808991,17800,4732,13068,0,sum,sna
ensemble,0.7980669615285,0.59472764808639,0.8011797752808991,17800,4732,13068,0,sum,sna
bn,0.8845374316544821,0.461916461916462,0.86072218128224,6785,821,5964,4,only,sna
tree,0.5,,0.878997789240973,6785,821,5964,4,only,sna
ensemble,0.5,,0.878997789240973,6785,821,5964,4,only,sna
bn,0.6184782608695649,0.183020948180816,0.699195171026157,5964,644,5320,5,sum,sna
tree,0.5,,0.892018779342723,5964,644,5320,5,sum,sna
ensemble,0.5,,0.892018779342723,5964,644,5320,5,sum,sna
bn,0.8263931994567199,0.525056518462698,0.7847413529231709,13068,3079,9989,1,only,sna
tree,0.7845173048586641,0.585927282239079,0.8146617692072241,13068,3079,9989,1,only,sna
ensemble,0.7711872309296641,0.592178770949721,0.81489133761861,13068,3079,9989,1,only,sna
bn,0.6203216165076,0.331065759637188,0.6911602763039341,9989,2042,7947,2,sum,sna
tree,0.5,,0.7955751326459108,9989,2042,7947,2,sum,sna
ensemble,0.5,,0.7955751326459108,9989,2042,7947,2,sum,sna
bn,0.55695663716416,0.204667863554758,0.327249575551783,4712,867,3845,7,appended,sna
tree,0.8786278559461729,0.5747629467541939,0.859507640067912,4712,867,3845,7,appended,sna
ensemble,0.8786278559461729,0.5747629467541939,0.859507640067912,4712,867,3845,7,appended,sna
bn,0.5371657470288621,0.123603351955307,0.27781954887218,5320,608,4712,6,appended,sna
tree,0.7882533955857379,0.639593908629442,0.9167293233082712,5320,608,4712,6,appended,sna
ensemble,0.7509019524618,0.6680327868852459,0.9165413533834592,5320,608,4712,6,appended,sna
bn,0.8464298615447808,0.515620680121648,0.806887576333967,9989,2042,7947,2,only,sna
tree,0.7881141923716709,0.5782747603833871,0.834818300130143,9989,2042,7947,2,only,sna
ensemble,0.7680393811252241,0.5783598110777161,0.8321153268595451,9989,2042,7947,2,only,sna
bn,0.869881495013671,0.514195583596215,0.825551782682513,4712,867,3845,7,only,sna
tree,0.880075533617409,0.520325203252033,0.8297962648556879,4712,867,3845,7,only,sna
ensemble,0.881093197624801,0.528772378516624,0.8351018675721559,4712,867,3845,7,only,sna
