model,auc,precision,accuracy,n,n_p,n_n,week,feat_type,course
bn,0.79250546,0.55027027,0.744179601,3608,1109,2499,2,only,insidetheinternet
tree,0.777662914,0.644041042,0.793791574,3608,1109,2499,2,only,insidetheinternet
ensemble,0.773698478,0.650612245,0.794900222,3608,1109,2499,2,only,insidetheinternet
bn,0.793559348,0.492063492,0.742121616,6759,1694,5065,1,only,insidetheinternet
tree,0.763797492,0.58684739,0.800562213,6759,1694,5065,1,only,insidetheinternet
ensemble,0.763506295,0.589367089,0.80159787,6759,1694,5065,1,only,insidetheinternet
bn,0.497697621,0,0.853289474,1520,217,1303,5,sum,insidetheinternet
tree,0.5,,0.857236842,1520,217,1303,5,sum,insidetheinternet
ensemble,0.5,,0.857236842,1520,217,1303,5,sum,insidetheinternet
bn,0.820817429,0.523103749,0.764705882,2499,641,1858,3,only,insidetheinternet
tree,0.736323005,0.647569444,0.81152461,2499,641,1858,3,only,insidetheinternet
ensemble,0.737883068,0.648788927,0.81232493,2499,641,1858,3,only,insidetheinternet
bn,0.590116827,0.345991561,0.4489093,871,261,610,7,appended,insidetheinternet
tree,0.775412977,0.705645161,0.817451206,871,261,610,7,appended,insidetheinternet
ensemble,0.777052321,0.711382114,0.819747417,871,261,610,7,appended,insidetheinternet
bn,0.745555264,0.626315789,0.724590164,610,264,346,8,only,insidetheinternet
tree,0.74095726,0.673333333,0.737704918,610,264,346,8,only,insidetheinternet
ensemble,0.739063321,0.672240803,0.736065574,610,264,346,8,only,insidetheinternet
bn,0.579217026,0.483050847,0.540983607,610,264,346,8,sum,insidetheinternet
tree,0.533521633,0.484536082,0.557377049,610,264,346,8,sum,insidetheinternet
ensemble,0.533521633,0.484536082,0.557377049,610,264,346,8,sum,insidetheinternet
bn,0.5,,0.751835373,8990,2231,6759,0,only,insidetheinternet
tree,0.797232092,0.559862457,0.794438265,8990,2231,6759,0,only,insidetheinternet
ensemble,0.787568896,0.558558559,0.792324805,8990,2231,6759,0,only,insidetheinternet
bn,0.5349056,0.348258706,0.387567153,1303,432,871,6,appended,insidetheinternet
tree,0.834437588,0.753275109,0.846508058,1303,432,871,6,appended,insidetheinternet
ensemble,0.832113471,0.754966887,0.845740599,1303,432,871,6,appended,insidetheinternet
bn,0.778178629,0.310218978,0.76581576,901,107,794,2,sum,instructmethodshpe
tree,0.5,,0.881243063,901,107,794,2,sum,instructmethodshpe
ensemble,0.5,,0.881243063,901,107,794,2,sum,instructmethodshpe
bn,0.574584952,0.158813264,0.296671491,691,95,596,4,appended,instructmethodshpe
tree,0.82433769,0.62962963,0.903039074,691,95,596,4,appended,instructmethodshpe
ensemble,0.825176616,0.635514019,0.904486252,691,95,596,4,appended,instructmethodshpe
bn,0.875435559,0.592592593,0.88590604,596,93,503,5,only,instructmethodshpe
tree,0.834370123,0.720430108,0.912751678,596,93,503,5,only,instructmethodshpe
ensemble,0.809476474,0.720930233,0.907718121,596,93,503,5,only,instructmethodshpe
bn,0.5,,0.858444289,1427,202,1225,0,appended,instructmethodshpe
tree,0.851733684,0.525157233,0.869656622,1427,202,1225,0,appended,instructmethodshpe
ensemble,0.851733684,0.525157233,0.869656622,1427,202,1225,0,appended,instructmethodshpe
bn,0.738354817,0.346938776,0.743288591,596,93,503,5,sum,instructmethodshpe
tree,0.5,,0.843959732,596,93,503,5,sum,instructmethodshpe
ensemble,0.497017893,0,0.838926174,596,93,503,5,sum,instructmethodshpe
bn,0.901619996,0.518918919,0.879093199,794,103,691,3,only,instructmethodshpe
tree,0.816953058,0.615384615,0.904282116,794,103,691,3,only,instructmethodshpe
ensemble,0.795786323,0.66,0.910579345,794,103,691,3,only,instructmethodshpe
bn,0.88332233,0.543859649,0.836978131,503,97,406,6,only,instructmethodshpe
tree,0.859872531,0.616541353,0.868787276,503,97,406,6,only,instructmethodshpe
ensemble,0.836562389,0.611111111,0.862823062,503,97,406,6,only,instructmethodshpe
bn,0.556392826,0.174180328,0.310402685,596,93,503,5,appended,instructmethodshpe
tree,0.841146668,0.696969697,0.909395973,596,93,503,5,appended,instructmethodshpe
ensemble,0.83039398,0.690721649,0.906040268,596,93,503,5,appended,instructmethodshpe
bn,0.894385681,0.46179402,0.860408163,1225,148,1077,1,appended,instructmethodshpe
tree,0.736586865,0.573529412,0.895510204,1225,148,1077,1,appended,instructmethodshpe
ensemble,0.736586865,0.573529412,0.895510204,1225,148,1077,1,appended,instructmethodshpe
bn,0.875915158,0.467980296,0.86681465,901,107,794,2,appended,instructmethodshpe
tree,0.805327338,0.628318584,0.913429523,901,107,794,2,appended,instructmethodshpe
ensemble,0.806586784,0.63963964,0.915649279,901,107,794,2,appended,instructmethodshpe
bn,0.889614545,0.455445545,0.857142857,1225,148,1077,1,only,instructmethodshpe
tree,0.75221461,0.552631579,0.892244898,1225,148,1077,1,only,instructmethodshpe
ensemble,0.75221461,0.552631579,0.892244898,1225,148,1077,1,only,instructmethodshpe
bn,0.786594843,0.339055794,0.75397974,691,95,596,4,sum,instructmethodshpe
tree,0.5,,0.86251809,691,95,596,4,sum,instructmethodshpe
ensemble,0.5,,0.86251809,691,95,596,4,sum,instructmethodshpe
bn,0.899019781,0.502793296,0.863965268,691,95,596,4,only,instructmethodshpe
tree,0.799929354,0.592592593,0.89146165,691,95,596,4,only,instructmethodshpe
ensemble,0.799929354,0.592592593,0.89146165,691,95,596,4,only,instructmethodshpe
bn,0.529874214,0.761904762,0.407284768,302,212,90,8,appended,instructmethodshpe
tree,0.779926625,0.865740741,0.821192053,302,212,90,8,appended,instructmethodshpe
ensemble,0.779926625,0.865740741,0.821192053,302,212,90,8,appended,instructmethodshpe
bn,0.49315461,0.25,0.532019704,406,104,302,7,sum,instructmethodshpe
tree,0.700331126,0.364912281,0.554187192,406,104,302,7,sum,instructmethodshpe
ensemble,0.693708609,0.359861592,0.544334975,406,104,302,7,sum,instructmethodshpe
bn,0.785269695,0.325670498,0.755667506,794,103,691,3,sum,instructmethodshpe
tree,0.5,,0.870277078,794,103,691,3,sum,instructmethodshpe
ensemble,0.5,,0.870277078,794,103,691,3,sum,instructmethodshpe
bn,0.541263372,0.32,0.655172414,406,104,302,7,only,instructmethodshpe
tree,0.851630158,0.561797753,0.798029557,406,104,302,7,only,instructmethodshpe
ensemble,0.851630158,0.561797753,0.798029557,406,104,302,7,only,instructmethodshpe
bn,0.875815109,0.440909091,0.852386238,901,107,794,2,only,instructmethodshpe
tree,0.804962452,0.590163934,0.905660377,901,107,794,2,only,instructmethodshpe
ensemble,0.800919278,0.591666667,0.905660377,901,107,794,2,only,instructmethodshpe
bn,0.743982425,0.56557377,0.783251232,406,104,302,7,appended,instructmethodshpe
tree,0.826095262,0.552941176,0.78817734,406,104,302,7,appended,instructmethodshpe
ensemble,0.824439633,0.549707602,0.785714286,406,104,302,7,appended,instructmethodshpe
bn,0.607966457,0.777777778,0.629139073,302,212,90,8,sum,instructmethodshpe
tree,0.7,0.796992481,0.821192053,302,212,90,8,sum,instructmethodshpe
ensemble,0.7,0.796992481,0.821192053,302,212,90,8,sum,instructmethodshpe
bn,0.5,,0.858444289,1427,202,1225,0,only,instructmethodshpe
tree,0.851733684,0.525157233,0.869656622,1427,202,1225,0,only,instructmethodshpe
ensemble,0.851733684,0.525157233,0.869656622,1427,202,1225,0,only,instructmethodshpe
bn,0.606457265,0.234413965,0.383697813,503,97,406,6,appended,instructmethodshpe
tree,0.893034889,0.659090909,0.890656064,503,97,406,6,appended,instructmethodshpe
ensemble,0.88788025,0.65648855,0.888667992,503,97,406,6,appended,instructmethodshpe
bn,0.827097292,0.340206186,0.777959184,1225,148,1077,1,sum,instructmethodshpe
tree,0.539869256,0.466666667,0.87755102,1225,148,1077,1,sum,instructmethodshpe
ensemble,0.541262014,0.518518519,0.88,1225,148,1077,1,sum,instructmethodshpe
bn,0.889740491,0.505376344,0.87279597,794,103,691,3,appended,instructmethodshpe
tree,0.82274177,0.660550459,0.914357683,794,103,691,3,appended,instructmethodshpe
ensemble,0.80621865,0.673267327,0.914357683,794,103,691,3,appended,instructmethodshpe
bn,0.789884696,0.856540084,0.857615894,302,212,90,8,only,instructmethodshpe
tree,0.777777778,0.841269841,0.867549669,302,212,90,8,only,instructmethodshpe
ensemble,0.777777778,0.841269841,0.867549669,302,212,90,8,only,instructmethodshpe
bn,0.790272206,0.38961039,0.705765408,503,97,406,6,sum,instructmethodshpe
tree,0.5,,0.807157058,503,97,406,6,sum,instructmethodshpe
ensemble,0.5,,0.807157058,503,97,406,6,sum,instructmethodshpe
bn,0.5,,0.858444289,1427,202,1225,0,sum,instructmethodshpe
tree,0.851733684,0.525157233,0.869656622,1427,202,1225,0,sum,instructmethodshpe
ensemble,0.851733684,0.525157233,0.869656622,1427,202,1225,0,sum,instructmethodshpe
bn,0.963477065,0.515826873,0.940765053,25593,1614,23979,12,only,introfinance
tree,0.5,,0.936935881,25593,1614,23979,12,only,introfinance
ensemble,0.5,,0.936935881,25593,1614,23979,12,only,introfinance
bn,0.510596259,0.479820628,0.669817878,7193,2366,4827,6,only,introfinance
tree,0.88369241,0.760992908,0.875712498,7193,2366,4827,6,only,introfinance
ensemble,0.85306543,0.784871899,0.865841791,7193,2366,4827,6,only,introfinance
bn,0.549181207,0.666098807,0.525252525,3069,1652,1417,8,sum,introfinance
tree,0.746648702,0.732336256,0.755294884,3069,1652,1417,8,sum,introfinance
ensemble,0.748111824,0.7327852,0.75692408,3069,1652,1417,8,sum,introfinance
bn,0.542345524,0.717871374,0.711932856,28476,19904,8572,10,sum,introfinance
tree,0.738665403,0.820763957,0.830067425,28476,19904,8572,10,sum,introfinance
ensemble,0.739158401,0.82148506,0.82922461,28476,19904,8572,10,sum,introfinance
bn,0.865339305,0.644588045,0.872572816,9064,1871,7193,5,appended,introfinance
tree,0.839542356,0.693050193,0.881840247,9064,1871,7193,5,appended,introfinance
ensemble,0.835566238,0.694417238,0.881178288,9064,1871,7193,5,appended,introfinance
bn,0.864842067,0.628560281,0.884391486,10994,1930,9064,4,appended,introfinance
tree,0.845596427,0.698525915,0.900400218,10994,1930,9064,4,appended,introfinance
ensemble,0.841408019,0.701694915,0.900218301,10994,1930,9064,4,appended,introfinance
bn,0.523217397,0.365979381,0.814989995,10994,1930,9064,4,only,introfinance
tree,0.849016379,0.646186441,0.887211206,10994,1930,9064,4,only,introfinance
ensemble,0.850818017,0.642677824,0.886483536,10994,1930,9064,4,only,introfinance
bn,0.529117786,0.851031253,0.83793465,22892,19300,3592,14,sum,introfinance
tree,0.616230512,0.875005667,0.879564914,22892,19300,3592,14,sum,introfinance
ensemble,0.616230512,0.875005667,0.879564914,22892,19300,3592,14,sum,introfinance
bn,0.558813184,0.798077322,0.785722659,25593,19871,5722,12,sum,introfinance
tree,0.709451566,0.858767311,0.857226585,25593,19871,5722,12,sum,introfinance
ensemble,0.709361439,0.858793836,0.85679678,25593,19871,5722,12,sum,introfinance
bn,0.566294224,0.82860045,0.813878811,23979,19344,4635,13,sum,introfinance
tree,0.701478846,0.876334396,0.872513449,23979,19344,4635,13,sum,introfinance
ensemble,0.701478846,0.876334396,0.872513449,23979,19344,4635,13,sum,introfinance
bn,0.876394114,0.62935603,0.854357233,18257,4270,13987,2,only,introfinance
tree,0.83095052,0.689829438,0.864873747,18257,4270,13987,2,only,introfinance
ensemble,0.819581431,0.700915792,0.864654653,18257,4270,13987,2,only,introfinance
bn,0.589541455,0.592356688,0.846217218,21849,3592,18257,15,appended,introfinance
tree,1,1,1,21849,3592,18257,15,appended,introfinance
ensemble,1,1,1,21849,3592,18257,15,appended,introfinance
bn,0.888886665,0.772919605,0.876320696,4827,1758,3069,7,appended,introfinance
tree,0.891921527,0.796643633,0.884814585,4827,1758,3069,7,appended,introfinance
ensemble,0.887429008,0.810407007,0.885436089,4827,1758,3069,7,appended,introfinance
bn,0.944719262,0.364705882,0.9220568,23979,1087,22892,13,appended,introfinance
tree,0.84196196,0.69825207,0.972642729,23979,1087,22892,13,appended,introfinance
ensemble,0.821436216,0.704545455,0.971933775,23979,1087,22892,13,appended,introfinance
bn,0.884048291,0.851416355,0.890192245,3069,1652,1417,8,only,introfinance
tree,0.885864272,0.851891316,0.892147279,3069,1652,1417,8,only,introfinance
ensemble,0.874808833,0.861503674,0.87846204,3069,1652,1417,8,only,introfinance
bn,0.788132649,0.473784678,0.743550419,18257,4270,13987,2,sum,introfinance
tree,0.515021292,0.583629893,0.768691461,18257,4270,13987,2,sum,introfinance
ensemble,0.521737473,0.551339286,0.768636687,18257,4270,13987,2,sum,introfinance
bn,0.880797615,0.619986404,0.861728748,13987,2993,10994,3,only,introfinance
tree,0.822608174,0.684651163,0.871166083,13987,2993,10994,3,only,introfinance
ensemble,0.835491761,0.68086365,0.873453921,13987,2993,10994,3,only,introfinance
bn,0.5,,0.813875195,41585,7740,33845,0,appended,introfinance
tree,0.82978417,0.57334576,0.851725382,41585,7740,33845,0,appended,introfinance
ensemble,0.829734343,0.573359433,0.851725382,41585,7740,33845,0,appended,introfinance
bn,0.5,,0.813875195,41585,7740,33845,0,sum,introfinance
tree,0.82978417,0.57334576,0.851725382,41585,7740,33845,0,sum,introfinance
ensemble,0.829734343,0.573359433,0.851725382,41585,7740,33845,0,sum,introfinance
bn,0.853854068,0.448408342,0.946828475,23979,1087,22892,13,only,introfinance
tree,0.830841565,0.628717077,0.967304725,23979,1087,22892,13,only,introfinance
ensemble,0.868651342,0.624526874,0.968389007,23979,1087,22892,13,only,introfinance
bn,0.508501563,0.424920128,0.626061736,4827,1758,3069,7,sum,introfinance
tree,0.5,,0.635798633,4827,1758,3069,7,sum,introfinance
ensemble,0.5,,0.635798633,4827,1758,3069,7,sum,introfinance
bn,0.509713912,0.444029851,0.666898373,7193,2366,4827,6,appended,introfinance
tree,0.874584154,0.771779598,0.87404421,7193,2366,4827,6,appended,introfinance
ensemble,0.873950172,0.771524413,0.873627137,7193,2366,4827,6,appended,introfinance
bn,0.867924896,0.497098055,0.839680898,33845,5369,28476,1,only,introfinance
tree,0.810216586,0.572864322,0.870497858,33845,5369,28476,1,only,introfinance
ensemble,0.810123459,0.572801183,0.870468311,33845,5369,28476,1,only,introfinance
bn,0.870875641,0.508724271,0.846299306,33845,5369,28476,1,appended,introfinance
tree,0.757555323,0.641094754,0.881577781,33845,5369,28476,1,appended,introfinance
ensemble,0.750965519,0.641670217,0.880661841,33845,5369,28476,1,appended,introfinance
bn,0.881855467,0.623518403,0.852878348,18257,4270,13987,2,appended,introfinance
tree,0.857546209,0.709349593,0.87895054,18257,4270,13987,2,appended,introfinance
ensemble,0.855108273,0.714906832,0.879826916,18257,4270,13987,2,appended,introfinance
bn,0.8131617,0.376540357,0.74663909,33845,5369,28476,1,sum,introfinance
tree,0.521309008,0.598173516,0.843906042,33845,5369,28476,1,sum,introfinance
ensemble,0.515411546,0.59375,0.843137834,33845,5369,28476,1,sum,introfinance
bn,0.501658526,0.353773585,0.662449604,7193,2366,4827,6,sum,introfinance
tree,0.5,,0.671069095,7193,2366,4827,6,sum,introfinance
ensemble,0.5,,0.671069095,7193,2366,4827,6,sum,introfinance
bn,0.63209819,0.408578585,0.744262529,13987,2993,10994,3,sum,introfinance
tree,0.515907258,0.593908629,0.788660899,13987,2993,10994,3,sum,introfinance
ensemble,0.515907258,0.593908629,0.788660899,13987,2993,10994,3,sum,introfinance
bn,0.94092461,0.385956416,0.900128942,25593,1614,23979,12,appended,introfinance
tree,0.847887309,0.721075672,0.964560622,25593,1614,23979,12,appended,introfinance
ensemble,0.805425356,0.746301775,0.962958621,25593,1614,23979,12,appended,introfinance
bn,0.90242789,0.756874727,0.879635384,4827,1758,3069,7,only,introfinance
tree,0.901837376,0.801753531,0.892479801,4827,1758,3069,7,only,introfinance
ensemble,0.865957272,0.82405846,0.874663352,4827,1758,3069,7,only,introfinance
bn,0.92990707,0.286527514,0.886838868,26829,1236,25593,11,appended,introfinance
tree,0.834410312,0.701579385,0.972007902,26829,1236,25593,11,appended,introfinance
ensemble,0.780337625,0.709127382,0.969473331,26829,1236,25593,11,appended,introfinance
bn,0.762441934,0.424392439,0.93036241,28476,1647,26829,10,only,introfinance
tree,0.5,,0.94216182,28476,1647,26829,10,only,introfinance
ensemble,0.5,,0.94216182,28476,1647,26829,10,only,introfinance
bn,0.957918987,0.478,0.949830407,26829,1236,25593,11,only,introfinance
tree,0.5,,0.953930448,26829,1236,25593,11,only,introfinance
ensemble,0.5,,0.953930448,26829,1236,25593,11,only,introfinance
bn,0.871376155,0.864631336,0.874226132,3069,1652,1417,8,appended,introfinance
tree,0.878139626,0.860011154,0.882372108,3069,1652,1417,8,appended,introfinance
ensemble,0.878743458,0.862514029,0.882697947,3069,1652,1417,8,appended,introfinance
bn,0.855660081,0.63998358,0.868821712,9064,1871,7193,5,only,introfinance
tree,0.832263618,0.696819085,0.880957635,9064,1871,7193,5,only,introfinance
ensemble,0.829243691,0.693572496,0.879302736,9064,1871,7193,5,only,introfinance
bn,0.5,,0.835598883,21849,3592,18257,15,only,introfinance
tree,1,1,1,21849,3592,18257,15,only,introfinance
ensemble,1,1,1,21849,3592,18257,15,only,introfinance
bn,0.977458923,0.514299803,0.956971868,22892,1043,21849,14,only,introfinance
tree,0.977504691,0.514807502,0.957059235,22892,1043,21849,14,only,introfinance
ensemble,0.977504691,0.514807502,0.957059235,22892,1043,21849,14,only,introfinance
bn,0.945275655,0.396374326,0.912452592,28476,1647,26829,10,appended,introfinance
tree,0.841486977,0.701701094,0.965479702,28476,1647,26829,10,appended,introfinance
ensemble,0.789579297,0.713347921,0.962705436,28476,1647,26829,10,appended,introfinance
bn,0.5,,0.813875195,41585,7740,33845,0,only,introfinance
tree,0.82978417,0.57334576,0.851725382,41585,7740,33845,0,only,introfinance
ensemble,0.82978417,0.57334576,0.851725382,41585,7740,33845,0,only,introfinance
bn,0.881489287,0.630540729,0.866447415,13987,2993,10994,3,appended,introfinance
tree,0.836569818,0.717190976,0.883749196,13987,2993,10994,3,appended,introfinance
ensemble,0.835109996,0.721132197,0.884321155,13987,2993,10994,3,appended,introfinance
bn,0.5,,0.8244497,10994,1930,9064,4,sum,introfinance
tree,0.5,,0.8244497,10994,1930,9064,4,sum,introfinance
ensemble,0.5,,0.8244497,10994,1930,9064,4,sum,introfinance
bn,0.549952676,0.747671331,0.739237392,26829,19493,7336,11,sum,introfinance
tree,0.723443068,0.830624727,0.837601103,26829,19493,7336,11,sum,introfinance
ensemble,0.724272694,0.831432582,0.836706549,26829,19493,7336,11,sum,introfinance
bn,0.499783773,0.2,0.7869594,9064,1871,7193,5,sum,introfinance
tree,0.5,,0.793578994,9064,1871,7193,5,sum,introfinance
ensemble,0.5,,0.793578994,9064,1871,7193,5,sum,introfinance
bn,0.548944295,0.283846154,0.346314325,1438,378,1060,6,appended,introthermodynamics
tree,0.857776779,0.763819095,0.883171071,1438,378,1060,6,appended,introthermodynamics
ensemble,0.83698213,0.775956284,0.877607789,1438,378,1060,6,appended,introthermodynamics
bn,0.882669219,0.453400504,0.817920263,2433,369,2064,3,appended,introthermodynamics
tree,0.816496108,0.622327791,0.890669955,2433,369,2064,3,appended,introthermodynamics
ensemble,0.81523957,0.629539952,0.892314016,2433,369,2064,3,appended,introthermodynamics
bn,0.837948913,0.419090231,0.768573868,3513,596,2917,1,sum,introthermodynamics
tree,0.534097733,0.571428571,0.833760319,3513,596,2917,1,sum,introthermodynamics
ensemble,0.531427664,0.578947368,0.833760319,3513,596,2917,1,sum,introthermodynamics
bn,0.53524817,0.18240621,0.262824207,1735,297,1438,5,sum,introthermodynamics
tree,0.5,,0.828818444,1735,297,1438,5,sum,introthermodynamics
ensemble,0.5,,0.828818444,1735,297,1438,5,sum,introthermodynamics
bn,0.880530816,0.521983162,0.843723313,3513,596,2917,1,only,introthermodynamics
tree,0.823550846,0.627142857,0.881013379,3513,596,2917,1,only,introthermodynamics
ensemble,0.819545743,0.629360465,0.881013379,3513,596,2917,1,only,introthermodynamics
bn,0.783485378,0.323643411,0.698725853,2433,369,2064,3,sum,introthermodynamics
tree,0.5,,0.848335388,2433,369,2064,3,sum,introthermodynamics
ensemble,0.5,,0.848335388,2433,369,2064,3,sum,introthermodynamics
bn,0.5,,0.825035228,4258,745,3513,0,appended,introthermodynamics
tree,0.838899428,0.595358224,0.869422264,4258,745,3513,0,appended,introthermodynamics
ensemble,0.838899428,0.595358224,0.869422264,4258,745,3513,0,appended,introthermodynamics
bn,0.536601528,0.18256475,0.249567723,1735,297,1438,5,appended,introthermodynamics
tree,0.860156971,0.697329377,0.905475504,1735,297,1438,5,appended,introthermodynamics
ensemble,0.833788745,0.726351351,0.906051873,1735,297,1438,5,appended,introthermodynamics
bn,0.5,,0.825035228,4258,745,3513,0,only,introthermodynamics
tree,0.838899428,0.595358224,0.869422264,4258,745,3513,0,only,introthermodynamics
ensemble,0.838899428,0.595358224,0.869422264,4258,745,3513,0,only,introthermodynamics
bn,0.875533496,0.523311132,0.844292627,3513,596,2917,1,appended,introthermodynamics
tree,0.790707332,0.656514382,0.883005978,3513,596,2917,1,appended,introthermodynamics
ensemble,0.7818582,0.66254417,0.882721321,3513,596,2917,1,appended,introthermodynamics
bn,0.886471485,0.49787234,0.832704834,2917,484,2433,2,appended,introthermodynamics
tree,0.817952957,0.671259843,0.893726431,2917,484,2433,2,appended,introthermodynamics
ensemble,0.815675814,0.674650699,0.894069249,2917,484,2433,2,appended,introthermodynamics
bn,0.500456621,0.314285714,0.664150943,1060,330,730,7,appended,introthermodynamics
tree,0.855541719,0.626953125,0.811320755,1060,330,730,7,appended,introthermodynamics
ensemble,0.854171856,0.624513619,0.809433962,1060,330,730,7,appended,introthermodynamics
bn,0.890232085,0.480484522,0.836415947,2433,369,2064,3,only,introthermodynamics
tree,0.820023476,0.600896861,0.885326757,2433,369,2064,3,only,introthermodynamics
ensemble,0.819637455,0.605442177,0.886559803,2433,369,2064,3,only,introthermodynamics
bn,0.507409714,0.320547945,0.56509434,1060,330,730,7,sum,introthermodynamics
tree,0.704794521,0.433639947,0.593396226,1060,330,730,7,sum,introthermodynamics
ensemble,0.704794521,0.433639947,0.593396226,1060,330,730,7,sum,introthermodynamics
bn,0.515877958,0.366412214,0.655660377,1060,330,730,7,only,introthermodynamics
tree,0.836986301,0.580985915,0.775471698,1060,330,730,7,only,introthermodynamics
ensemble,0.836986301,0.580985915,0.775471698,1060,330,730,7,only,introthermodynamics
bn,0.87277628,0.644036697,0.846314325,1438,378,1060,6,only,introthermodynamics
tree,0.840960367,0.75257732,0.873435327,1438,378,1060,6,only,introthermodynamics
ensemble,0.826881801,0.747340426,0.866481224,1438,378,1060,6,only,introthermodynamics
bn,0.877612579,0.483837331,0.823448749,2917,484,2433,2,only,introthermodynamics
tree,0.833931598,0.616026711,0.881727803,2917,484,2433,2,only,introthermodynamics
ensemble,0.828760789,0.617346939,0.881384985,2917,484,2433,2,only,introthermodynamics
bn,0.768286573,0.347715736,0.724321705,2064,329,1735,4,sum,introthermodynamics
tree,0.5,,0.840600775,2064,329,1735,4,sum,introthermodynamics
ensemble,0.5,,0.840600775,2064,329,1735,4,sum,introthermodynamics
bn,0.518389496,0.164615385,0.206879845,2064,329,1735,4,appended,introthermodynamics
tree,0.816797036,0.626666667,0.886627907,2064,329,1735,4,appended,introthermodynamics
ensemble,0.789571928,0.625,0.882267442,2064,329,1735,4,appended,introthermodynamics
bn,0.88833948,0.484848485,0.830910853,2064,329,1735,4,only,introthermodynamics
tree,0.808570202,0.595907928,0.876937984,2064,329,1735,4,only,introthermodynamics
ensemble,0.804010932,0.592783505,0.875484496,2064,329,1735,4,only,introthermodynamics
bn,0.546750524,0.28355838,0.3581363,1438,378,1060,6,sum,introthermodynamics
tree,0.5,,0.73713491,1438,378,1060,6,sum,introthermodynamics
ensemble,0.5,,0.73713491,1438,378,1060,6,sum,introthermodynamics
bn,0.5,,0.825035228,4258,745,3513,0,sum,introthermodynamics
tree,0.838899428,0.595358224,0.869422264,4258,745,3513,0,sum,introthermodynamics
ensemble,0.838370616,0.595551062,0.869422264,4258,745,3513,0,sum,introthermodynamics
bn,0.894355001,0.57231405,0.869164265,1735,297,1438,5,only,introthermodynamics
tree,0.837063261,0.652173913,0.889337176,1735,297,1438,5,only,introthermodynamics
ensemble,0.82666957,0.652694611,0.887608069,1735,297,1438,5,only,introthermodynamics
bn,0.779898384,0.37080689,0.736372986,2917,484,2433,2,sum,introthermodynamics
tree,0.522960379,0.529411765,0.835104559,2917,484,2433,2,sum,introthermodynamics
ensemble,0.519861206,0.5,0.834076106,2917,484,2433,2,sum,introthermodynamics
bn,0.875297815,0.585059978,0.84134524,5263,1147,4116,3,appended,modelthinking
tree,0.776818705,0.713572854,0.863385902,5263,1147,4116,3,appended,modelthinking
ensemble,0.774689095,0.714717742,0.86300589,5263,1147,4116,3,appended,modelthinking
bn,0.881306227,0.708897485,0.877308294,3195,824,2371,5,only,modelthinking
tree,0.831287646,0.783398184,0.878873239,3195,824,2371,5,only,modelthinking
ensemble,0.830074054,0.78283485,0.878247261,3195,824,2371,5,only,modelthinking
bn,0.865766317,0.71038961,0.868409954,2371,636,1735,6,only,modelthinking
tree,0.816807587,0.774914089,0.866722902,2371,636,1735,6,only,modelthinking
ensemble,0.814449096,0.773747841,0.865457613,2371,636,1735,6,only,modelthinking
bn,0.804107162,0.411915768,0.72959678,13417,2599,10818,1,sum,modelthinking
tree,0.512140177,0.557142857,0.807483044,13417,2599,10818,1,sum,modelthinking
ensemble,0.604368665,0.505706134,0.807483044,13417,2599,10818,1,sum,modelthinking
bn,0.5,,0.771535365,17390,3973,13417,0,appended,modelthinking
tree,0.812626524,0.609421586,0.834847614,17390,3973,13417,0,appended,modelthinking
ensemble,0.808650048,0.609422186,0.834042553,17390,3973,13417,0,appended,modelthinking
bn,0.86245466,0.794348509,0.869164265,1735,602,1133,7,only,modelthinking
tree,0.825418654,0.813868613,0.85129683,1735,602,1133,7,only,modelthinking
ensemble,0.825081444,0.817679558,0.851873199,1735,602,1133,7,only,modelthinking
bn,0.932046554,0.361334157,0.902477353,10818,606,10212,10,only,modelthinking
tree,0.876723366,0.675287356,0.966537253,10818,606,10212,10,only,modelthinking
ensemble,0.881673861,0.678062678,0.967091884,10818,606,10212,10,only,modelthinking
bn,0.863069126,0.530061892,0.826563315,13417,2599,10818,1,appended,modelthinking
tree,0.784067332,0.657320872,0.866512633,13417,2599,10818,1,appended,modelthinking
ensemble,0.779343915,0.661077844,0.866438101,13417,2599,10818,1,appended,modelthinking
bn,0.500622374,0.384615385,0.65129683,1735,602,1133,7,sum,modelthinking
tree,0.5,,0.653025937,1735,602,1133,7,sum,modelthinking
ensemble,0.729920565,0.495881384,0.647262248,1735,602,1133,7,sum,modelthinking
bn,0.5,,0.771535365,17390,3973,13417,0,sum,modelthinking
tree,0.812626524,0.609421586,0.834847614,17390,3973,13417,0,sum,modelthinking
ensemble,0.808789948,0.609211585,0.833985049,17390,3973,13417,0,sum,modelthinking
bn,0.860374222,0.614090765,0.819901316,7296,2033,5263,2,appended,modelthinking
tree,0.805771556,0.746478873,0.850877193,7296,2033,5263,2,appended,modelthinking
ensemble,0.807320014,0.744956027,0.851151316,7296,2033,5263,2,appended,modelthinking
bn,0.550805035,0.509478673,0.564872021,1133,501,632,8,sum,modelthinking
tree,0.5,,0.557811121,1133,501,632,8,sum,modelthinking
ensemble,0.5,,0.557811121,1133,501,632,8,sum,modelthinking
bn,0.835155597,0.627811861,0.853315599,5263,1147,4116,3,only,modelthinking
tree,0.819825857,0.669025157,0.863765913,5263,1147,4116,3,only,modelthinking
ensemble,0.797657916,0.674358974,0.859585788,5263,1147,4116,3,only,modelthinking
bn,0.52254794,0.267206478,0.310172144,3195,824,2371,5,appended,modelthinking
